Species,Culmen_Length_mm,Culmen_Depth_mm,Flipper_Length_mm,Body_Mass_g,Island_Biscoe,Island_Dream,Island_Torgersen,Sex_FEMALE,Sex_MALE
Gentoo,50.6,12.9,209.4,4813.0,True,False,False,False,True
Gentoo,47.2,15.9,219.6,5125.0,True,False,False,False,True
Chinstrap,52.3,17.3,195.3,3795.0,False,True,False,False,True
Gentoo,51.3,15.2,210.1,4973.0,True,False,False,True,False
Adelie,38.5,19.0,189.8,3602.0,False,False,True,True,False
Gentoo,47.9,16.1,224.9,4553.0,True,False,False,False,True
Adelie,39.7,17.7,191.2,4101.0,False,False,True,True,False
Adelie,37.6,17.8,193.0,4756.0,True,False,False,True,False
Chinstrap,48.6,19.2,206.1,4012.0,False,True,False,True,False
Gentoo,44.9,15.6,220.8,4446.0,True,False,False,False,True
Adelie,36.1,18.8,196.3,4134.0,False,True,False,True,False
Gentoo,42.2,16.0,205.3,4900.0,True,False,False,True,False
Adelie,39.8,18.1,187.9,2899.0,False,False,True,True,False
Gentoo,48.5,15.0,208.1,5229.0,True,False,False,True,False
Adelie,37.2,17.5,190.9,3775.0,True,False,False,False,True
Gentoo,49.1,16.1,215.1,5532.0,True,False,False,False,True
Adelie,38.2,18.6,200.8,4026.0,True,False,False,False,True
Chinstrap,49.3,17.6,211.2,4107.0,False,True,False,True,False
Gentoo,48.7,15.0,220.4,4490.0,True,False,False,False,True
Gentoo,48.5,13.2,214.9,6157.0,True,False,False,True,False
Adelie,41.6,16.5,193.0,3587.0,True,False,False,True,False
Adelie,40.7,19.7,193.6,3527.0,True,False,False,False,True
Adelie,44.0,15.4,180.0,3927.0,True,False,False,False,True
Chinstrap,44.0,19.9,196.1,4244.0,False,True,False,False,True
Adelie,36.0,19.8,197.1,4183.0,False,True,False,True,False
Adelie,37.3,18.0,179.1,3337.0,False,True,False,True,False
Adelie,36.9,18.1,197.2,3807.0,False,True,False,False,True
Chinstrap,53.3,18.7,192.5,3228.0,False,True,False,False,True
Adelie,34.8,18.8,196.6,3909.0,False,True,False,True,False
Adelie,38.0,16.9,193.1,4148.0,False,False,True,False,True
Adelie,35.3,18.3,202.4,4160.0,False,False,True,False,True
Adelie,39.4,17.9,188.6,4045.0,True,False,False,True,False
Gentoo,48.5,12.9,224.3,5467.0,True,False,False,True,False
Gentoo,47.9,13.8,211.6,5582.0,True,False,False,False,True
Adelie,36.4,16.7,190.8,3818.0,False,True,False,True,False
Adelie,37.4,18.8,189.8,4012.0,True,False,False,True,False
Gentoo,49.3,13.8,213.2,4797.0,True,False,False,True,False
Adelie,39.3,19.6,185.3,3654.0,True,False,False,True,False
Adelie,41.7,17.5,186.9,4112.0,True,False,False,False,True
Adelie,42.3,18.4,186.3,3726.0,True,False,False,True,False
Chinstrap,49.3,17.1,189.4,3453.0,False,True,False,False,True
Chinstrap,52.9,16.8,190.4,3455.0,False,True,False,True,False
Chinstrap,51.5,18.6,185.8,3935.0,False,True,False,False,True
Adelie,37.0,18.0,199.5,2964.0,False,True,False,True,False
Adelie,41.5,18.1,187.6,3881.0,False,True,False,False,True
Gentoo,40.7,14.6,222.4,5061.0,True,False,False,False,True
Adelie,37.4,19.3,188.7,4012.0,False,True,False,False,True
Gentoo,44.8,14.6,210.0,5214.0,True,False,False,False,True
Gentoo,38.3,16.3,221.7,5330.0,True,False,False,False,True
Chinstrap,43.0,19.4,195.8,3985.0,False,True,False,True,False
Gentoo,44.0,15.2,197.9,4719.0,True,False,False,False,True
Adelie,38.4,16.7,196.7,2885.0,True,False,False,True,False
Gentoo,48.0,16.1,211.1,4967.0,True,False,False,False,True
Gentoo,45.8,14.4,214.4,6106.0,True,False,False,True,False
Gentoo,42.6,13.4,214.5,4626.0,True,False,False,False,True
Adelie,41.3,19.4,191.9,3458.0,False,True,False,False,True
Adelie,39.0,19.6,187.0,3564.0,False,True,False,True,False
Adelie,43.6,18.0,188.9,3899.0,True,False,False,False,True
Chinstrap,48.3,18.1,201.0,3413.0,False,True,False,False,True
Gentoo,40.8,15.5,214.6,5092.0,True,False,False,True,False
Chinstrap,47.3,20.5,190.4,3682.0,False,True,False,False,True
Adelie,42.7,19.9,185.7,3852.0,True,False,False,False,True
Adelie,38.2,16.5,180.3,3102.0,True,False,False,False,True
Gentoo,47.2,15.9,217.5,5771.0,True,False,False,False,True
Chinstrap,48.1,19.3,186.4,3987.0,False,True,False,False,True
Chinstrap,50.1,19.5,195.9,3425.0,False,True,False,False,True
Adelie,40.4,16.4,191.3,3745.0,False,False,True,True,False
Gentoo,44.0,12.4,217.5,5171.0,True,False,False,True,False
Adelie,40.7,18.2,192.5,3335.0,True,False,False,False,True
Adelie,35.5,20.2,185.1,3640.0,False,True,False,False,True
Gentoo,47.1,14.6,223.4,5400.0,True,False,False,False,True
Gentoo,42.9,13.0,213.1,5544.0,True,False,False,True,False
Adelie,38.5,18.4,198.7,4664.0,False,False,True,True,False
Gentoo,46.9,15.3,216.1,4608.0,True,False,False,True,False
Gentoo,44.8,15.9,210.6,4927.0,True,False,False,True,False
Chinstrap,48.4,20.7,183.4,3532.0,False,True,False,True,False
Gentoo,50.9,14.6,222.4,5404.0,True,False,False,False,True
Adelie,32.8,17.9,207.6,3596.0,True,False,False,False,True
Adelie,41.6,18.7,179.2,4354.0,True,False,False,False,True
Adelie,40.5,19.7,186.5,3136.0,False,True,False,True,False
Gentoo,51.6,15.9,202.9,5531.0,True,False,False,True,False
Gentoo,49.2,14.6,207.6,4969.0,True,False,False,False,True
Gentoo,49.0,15.0,217.2,5533.0,True,False,False,False,True
Gentoo,52.1,14.7,232.8,5254.0,True,False,False,False,True
Adelie,38.2,15.3,188.7,3279.0,False,True,False,True,False
Gentoo,45.4,16.5,219.9,5054.0,True,False,False,True,False
Gentoo,50.9,15.6,213.3,5161.0,True,False,False,True,False
Adelie,40.7,18.9,184.4,3742.0,False,True,False,True,False
Adelie,44.0,18.1,191.8,3654.0,True,False,False,False,True
Chinstrap,47.3,18.5,186.3,4348.0,False,True,False,True,False
Adelie,36.6,18.7,190.1,4152.0,False,True,False,True,False
Adelie,40.7,18.7,192.2,3578.0,False,False,True,False,True
Adelie,36.3,19.0,190.5,3297.0,True,False,False,True,False
Adelie,41.7,17.8,197.7,4407.0,False,False,True,False,True
Chinstrap,54.3,18.0,195.0,3884.0,False,True,False,True,False
Adelie,37.1,19.1,195.8,3989.0,False,True,False,False,True
Adelie,36.6,19.1,194.2,4302.0,False,True,False,True,False
Adelie,38.2,16.4,207.8,3307.0,False,False,True,False,True
Gentoo,47.1,15.1,215.0,4984.0,True,False,False,False,True
Gentoo,47.7,16.1,214.4,5378.0,True,False,False,False,True
Gentoo,48.4,17.1,217.8,4452.0,True,False,False,False,True
Adelie,42.0,18.0,191.2,3985.0,False,False,True,False,True
Gentoo,48.7,16.7,228.1,4012.0,True,False,False,True,False
Chinstrap,48.0,16.4,190.3,3425.0,False,True,False,False,True
Adelie,40.4,19.6,197.9,4252.0,False,False,True,True,False
Adelie,42.0,19.4,193.4,3742.0,False,True,False,False,True
Gentoo,47.2,16.2,210.9,5694.0,True,False,False,False,True
Gentoo,44.0,15.6,215.6,5452.0,True,False,False,False,True
Chinstrap,47.6,18.8,198.5,3921.0,False,True,False,False,True
Gentoo,43.8,14.6,221.3,4770.0,True,False,False,False,True
Gentoo,53.6,14.3,212.8,5057.0,True,False,False,True,False
Chinstrap,44.0,18.0,186.1,3732.0,False,True,False,True,False
Gentoo,50.0,15.6,216.3,5292.0,True,False,False,True,False
Gentoo,45.2,14.9,217.1,4964.0,True,False,False,False,True
Adelie,41.0,19.0,191.5,4316.0,True,False,False,False,True
Chinstrap,47.5,17.7,180.6,3438.0,False,True,False,False,True
Adelie,37.9,17.1,199.7,3473.0,False,False,True,True,False
Gentoo,45.7,14.8,230.9,5225.0,True,False,False,False,True
Gentoo,46.4,15.9,226.9,4638.0,True,False,False,False,True
Adelie,37.9,16.5,188.6,3806.0,False,True,False,False,True
Adelie,43.3,17.7,181.6,3473.0,False,False,True,True,False
Adelie,40.8,16.0,194.3,4012.0,False,False,True,True,False
Adelie,37.5,15.5,194.9,3808.0,False,True,False,True,False
Gentoo,51.8,15.3,208.3,5339.0,True,False,False,True,False
Gentoo,47.1,16.0,219.7,4957.0,True,False,False,False,True
Gentoo,49.4,15.7,217.2,4862.0,True,False,False,False,True
Adelie,38.7,18.1,187.5,3693.0,False,False,True,False,True
Chinstrap,47.5,18.5,202.2,3500.0,False,True,False,True,False
Gentoo,41.6,14.2,220.4,4063.0,True,False,False,False,True
Gentoo,46.8,14.6,219.3,5823.0,True,False,False,True,False
Adelie,42.6,18.0,185.7,4168.0,False,False,True,False,True
Adelie,39.1,18.3,185.1,3565.0,False,True,False,False,True
Adelie,38.7,18.4,198.3,3434.0,False,True,False,True,False
Adelie,34.3,16.0,196.9,3352.0,False,False,True,True,False
Chinstrap,53.7,19.1,195.3,3841.0,False,True,False,True,False
Adelie,44.0,18.6,193.2,3725.0,True,False,False,True,False
Adelie,35.1,19.4,199.7,200.0,False,False,True,True,False
Chinstrap,51.7,17.5,197.7,3631.0,False,True,False,False,True
Adelie,38.9,16.6,198.9,3757.0,False,False,True,True,False
Adelie,44.0,17.2,184.1,4080.0,False,True,False,False,True
Gentoo,48.2,13.9,208.6,4685.0,True,False,False,False,True
Gentoo,49.7,13.7,217.9,4688.0,True,False,False,True,False
Gentoo,46.8,14.4,218.4,4012.0,True,False,False,False,True
Adelie,40.2,15.8,186.4,3976.0,False,False,True,False,True
Gentoo,49.5,15.7,219.4,4644.0,True,False,False,False,True
Adelie,35.9,16.6,184.4,3315.0,False,False,True,False,True
Gentoo,44.9,14.3,217.8,4668.0,True,False,False,True,False
Chinstrap,43.5,19.1,190.6,3640.0,False,True,False,True,False
Adelie,38.2,18.3,187.6,2874.0,False,True,False,False,True
Gentoo,48.3,14.4,209.2,5382.0,True,False,False,True,False
Adelie,40.4,19.7,180.8,4489.0,True,False,False,True,False
Adelie,38.9,18.4,182.3,3566.0,True,False,False,True,False
Gentoo,48.5,16.4,218.8,5474.0,True,False,False,False,True
Adelie,33.5,19.0,205.3,3452.0,True,False,False,False,True
Chinstrap,49.0,17.6,191.9,3575.0,False,True,False,False,True
Adelie,44.0,19.0,196.8,3942.0,False,True,False,True,False
Adelie,40.2,19.0,184.6,4047.0,False,False,True,True,False
Chinstrap,42.7,18.6,196.4,4202.0,False,True,False,True,False
Gentoo,44.7,15.3,212.9,4932.0,True,False,False,True,False
Gentoo,49.0,13.7,204.6,5078.0,True,False,False,False,True
Adelie,41.1,17.4,185.9,3229.0,True,False,False,False,True
Adelie,40.4,19.9,181.9,3474.0,True,False,False,False,True
Adelie,35.6,16.8,196.7,2925.0,False,True,False,False,True
Adelie,35.8,17.2,190.1,3870.0,True,False,False,True,False
Gentoo,37.7,14.7,213.7,5200.0,True,False,False,True,False
Adelie,40.5,17.3,196.5,3755.0,False,False,True,True,False
Adelie,39.0,16.6,188.9,3222.0,False,True,False,True,False
Chinstrap,53.4,18.9,189.9,4058.0,False,True,False,False,True
Adelie,42.7,18.2,189.8,3173.0,False,True,False,False,True
Gentoo,52.6,13.9,220.1,5339.0,True,False,False,True,False
Adelie,38.1,16.7,185.8,3332.0,False,True,False,True,False
Chinstrap,51.0,19.6,201.6,4068.0,False,True,False,False,True
Adelie,34.0,19.0,196.7,4012.0,True,False,False,True,False
Adelie,34.1,17.9,189.4,3803.0,False,True,False,False,True
Gentoo,45.6,16.6,224.1,6011.0,True,False,False,False,True
Chinstrap,53.9,19.4,191.9,3879.0,False,True,False,False,True
Adelie,37.0,18.2,202.7,3589.0,True,False,False,False,True
Adelie,44.0,17.8,195.6,3768.0,False,True,False,False,True
Chinstrap,46.6,16.8,198.7,4012.0,False,True,False,False,True
Gentoo,44.9,15.3,221.7,5526.0,True,False,False,False,True
Adelie,34.2,17.9,183.2,3519.0,False,False,True,False,True
Chinstrap,46.3,16.2,196.6,3908.0,False,True,False,True,False
Gentoo,45.5,15.5,215.5,5427.0,True,False,False,False,True
Chinstrap,48.7,18.4,185.2,3753.0,False,True,False,False,True
Chinstrap,46.2,18.9,199.1,3435.0,False,True,False,True,False
Adelie,37.7,17.5,195.2,4058.0,False,False,True,True,False
Gentoo,45.6,15.5,214.2,3823.0,True,False,False,True,False
Gentoo,38.9,13.8,220.0,5456.0,True,False,False,False,True
Chinstrap,45.6,18.1,199.8,3476.0,False,True,False,False,True
Adelie,32.5,16.9,187.0,4012.0,False,True,False,True,False
Adelie,38.4,17.2,191.0,3735.0,False,True,False,False,True
Adelie,41.4,18.0,193.6,4699.0,True,False,False,False,True
Adelie,36.6,19.2,189.1,3556.0,True,False,False,True,False
Gentoo,44.3,15.8,229.1,4909.0,True,False,False,False,True
Gentoo,43.3,15.0,218.0,5424.0,True,False,False,True,False
Adelie,38.5,18.3,190.4,3378.0,False,False,True,False,True
Adelie,38.0,18.9,188.8,3015.0,False,True,False,False,True
Adelie,41.3,18.5,184.6,3523.0,False,True,False,True,False
Adelie,40.2,18.5,185.1,3561.0,False,True,False,False,True
Adelie,30.7,18.4,198.5,3229.0,False,True,False,True,False
Gentoo,47.9,15.9,205.9,5207.0,True,False,False,True,False
Chinstrap,52.9,17.6,195.2,3931.0,False,True,False,True,False
Adelie,39.9,19.3,194.0,3918.0,True,False,False,False,True
Chinstrap,50.7,20.4,191.1,4012.0,False,True,False,False,True
Chinstrap,50.6,18.7,192.5,2762.0,False,True,False,True,False
Adelie,36.4,17.3,198.6,3821.0,False,False,True,True,False
Gentoo,49.4,15.4,215.3,4746.0,True,False,False,False,True
Gentoo,48.6,15.5,215.0,4973.0,True,False,False,True,False
Adelie,35.7,18.7,187.4,4012.0,False,True,False,False,True
Adelie,44.0,19.1,191.3,3018.0,False,True,False,False,True
Gentoo,49.8,14.6,212.3,4056.0,True,False,False,False,True
Gentoo,51.9,13.1,225.1,5724.0,True,False,False,False,True
Gentoo,55.9,16.1,224.5,5322.0,True,False,False,True,False
Gentoo,46.0,13.9,209.1,5419.0,True,False,False,False,True
Gentoo,45.0,15.5,202.2,3806.0,True,False,False,False,True
Adelie,38.4,17.1,182.6,4152.0,False,False,True,True,False
Gentoo,45.1,14.1,221.5,4480.0,True,False,False,False,True
Gentoo,49.5,15.5,211.2,4720.0,True,False,False,True,False
Chinstrap,48.2,19.1,198.1,4012.0,False,True,False,False,True
Gentoo,48.0,13.4,211.8,4909.0,True,False,False,False,True
Chinstrap,46.3,19.0,183.5,3065.0,False,True,False,False,True
Adelie,39.9,19.6,187.4,3422.0,False,True,False,True,False
Adelie,36.7,18.1,180.2,3544.0,False,True,False,False,True
Gentoo,48.6,15.7,209.5,5786.0,True,False,False,False,True
Adelie,42.5,18.6,190.5,3447.0,False,True,False,True,False
Gentoo,53.0,16.4,213.2,4514.0,True,False,False,False,True
Adelie,41.3,19.0,179.2,3234.0,False,True,False,True,False
Adelie,37.6,18.6,181.7,4202.0,True,False,False,False,True
Adelie,37.8,18.7,186.7,3318.0,True,False,False,True,False
Gentoo,49.7,13.3,205.3,4796.0,True,False,False,True,False
Adelie,41.1,16.5,191.0,4840.0,True,False,False,True,False
Gentoo,49.1,15.0,214.6,4871.0,True,False,False,False,True
Adelie,42.3,19.9,192.3,3308.0,False,True,False,False,True
Gentoo,44.0,16.5,234.7,4459.0,True,False,False,False,True
Gentoo,42.3,14.3,221.8,4012.0,True,False,False,False,True
Adelie,37.1,18.1,186.1,2615.0,False,False,True,False,True
Adelie,37.2,19.3,185.0,4329.0,True,False,False,True,False
Adelie,34.5,18.0,188.6,3822.0,False,True,False,True,False
Chinstrap,46.5,18.1,191.7,4073.0,False,True,False,True,False
Gentoo,51.2,16.8,226.1,5500.0,True,False,False,True,False
Adelie,40.4,19.2,184.2,3313.0,False,True,False,False,True
Adelie,44.0,18.7,182.9,3830.0,True,False,False,True,False
Gentoo,52.6,17.2,214.4,5555.0,True,False,False,True,False
Chinstrap,46.5,19.0,190.6,4396.0,False,True,False,True,False
Gentoo,52.7,14.6,214.4,5103.0,True,False,False,True,False
Adelie,37.3,17.9,189.6,4009.0,False,True,False,False,True
Adelie,38.0,17.6,190.8,4137.0,False,False,True,True,False
Gentoo,53.3,16.4,208.2,5483.0,True,False,False,False,True
Gentoo,46.7,15.0,214.4,5498.0,True,False,False,False,True
Chinstrap,55.7,15.9,201.4,4001.0,False,True,False,False,True
Gentoo,48.5,14.3,218.8,5809.0,True,False,False,False,True
Chinstrap,44.0,17.0,175.6,3701.0,False,True,False,False,True
Gentoo,51.6,12.1,209.1,4612.0,True,False,False,True,False
Chinstrap,54.0,19.1,200.7,3545.0,False,True,False,True,False
Adelie,43.5,18.0,180.5,3408.0,True,False,False,False,True
Adelie,37.9,19.9,204.0,4003.0,False,True,False,False,True
Adelie,41.5,18.3,193.4,4012.0,True,False,False,False,True
Gentoo,50.1,13.3,223.3,4368.0,True,False,False,True,False
Gentoo,45.9,14.0,212.8,4012.0,True,False,False,True,False
Chinstrap,50.7,18.2,195.3,3497.0,False,True,False,True,False
Chinstrap,46.2,20.8,194.0,4072.0,False,True,False,False,True
Adelie,36.2,19.5,182.6,3473.0,False,False,True,False,True
Adelie,35.6,18.5,184.2,3931.0,True,False,False,False,True
Gentoo,43.4,14.2,212.0,4012.0,True,False,False,False,True
Gentoo,47.5,14.4,218.8,5614.0,True,False,False,False,True
Adelie,38.3,16.2,195.9,3603.0,True,False,False,True,False
Gentoo,50.3,14.2,220.6,4570.0,True,False,False,True,False
Adelie,40.2,18.2,189.7,4271.0,False,True,False,False,True
Adelie,36.8,18.7,188.6,3277.0,False,False,True,False,True
Adelie,35.2,18.5,182.9,3035.0,True,False,False,False,True
Chinstrap,44.7,18.0,196.5,3217.0,False,True,False,True,False
Adelie,41.1,18.8,197.7,3170.0,False,True,False,False,True
Gentoo,47.4,14.9,219.2,5409.0,True,False,False,False,True
Gentoo,45.6,16.1,220.5,4896.0,True,False,False,True,False
Adelie,37.4,16.3,182.7,4256.0,False,False,True,True,False
Gentoo,52.7,14.2,214.3,5567.0,True,False,False,False,True
Adelie,38.7,19.9,183.4,3902.0,True,False,False,True,False
Gentoo,36.5,16.4,216.9,4441.0,True,False,False,False,True
Gentoo,45.5,13.0,219.6,5194.0,True,False,False,False,True
Gentoo,44.0,14.4,221.5,5530.0,True,False,False,True,False
Adelie,35.1,17.7,180.9,3773.0,False,False,True,True,False
Chinstrap,47.9,19.4,191.6,3906.0,False,True,False,False,True
Gentoo,48.2,16.3,212.0,4881.0,True,False,False,True,False
Adelie,33.8,17.3,187.3,4549.0,False,False,True,True,False
Adelie,44.0,18.0,187.9,3469.0,True,False,False,True,False
Adelie,35.6,17.3,198.6,2911.0,False,False,True,True,False
Gentoo,48.0,15.2,213.6,5291.0,True,False,False,True,False
Gentoo,49.9,15.4,219.5,5020.0,True,False,False,False,True
Gentoo,44.0,15.4,221.3,4872.0,True,False,False,True,False
Adelie,44.0,18.6,182.2,3564.0,False,True,False,False,True
Adelie,44.6,18.3,189.6,3528.0,False,False,True,True,False
Gentoo,51.5,14.3,215.3,3902.0,True,False,False,True,False
Chinstrap,45.7,16.5,196.2,4071.0,False,True,False,True,False
Chinstrap,47.3,19.4,193.4,4075.0,False,True,False,False,True
Adelie,41.0,19.5,186.8,3875.0,True,False,False,True,False
Adelie,38.4,17.2,193.9,3573.0,True,False,False,False,True
Adelie,39.0,19.7,184.0,3807.0,True,False,False,False,True
Adelie,40.3,19.1,188.4,3193.0,True,False,False,False,True
Adelie,36.8,17.9,183.4,3670.0,True,False,False,False,True
Adelie,42.8,18.6,192.6,3898.0,True,False,False,False,True
Chinstrap,53.7,19.3,193.6,4008.0,False,True,False,True,False
Adelie,41.1,16.4,193.0,3181.0,False,False,True,False,True
Chinstrap,55.9,19.4,201.4,3523.0,False,True,False,False,True
Gentoo,45.3,14.3,213.7,4293.0,True,False,False,False,True
Adelie,40.2,17.7,182.3,3758.0,True,False,False,True,False
Chinstrap,49.6,19.9,189.9,4012.0,False,True,False,True,False
Gentoo,50.1,16.7,211.0,4068.0,True,False,False,False,True
Gentoo,39.9,14.3,210.6,4139.0,True,False,False,True,False
Gentoo,47.6,17.2,210.9,4886.0,True,False,False,True,False
Adelie,41.5,18.2,191.5,3631.0,True,False,False,True,False
Adelie,38.4,17.3,191.6,2705.0,False,False,True,False,True
Adelie,37.8,18.6,189.7,3782.0,True,False,False,True,False
Adelie,38.9,19.1,192.1,3779.0,False,True,False,False,True
Gentoo,48.7,14.8,215.6,4012.0,True,False,False,False,True
Adelie,42.0,17.2,178.0,4076.0,False,True,False,True,False
Gentoo,49.1,17.0,210.8,4905.0,True,False,False,False,True
Gentoo,43.0,14.5,228.8,4600.0,True,False,False,True,False
Chinstrap,43.5,18.5,199.8,3522.0,False,True,False,True,False
Gentoo,43.9,16.3,223.1,4305.0,True,False,False,False,True
Gentoo,47.1,16.8,218.3,4311.0,True,False,False,False,True
Adelie,39.6,18.5,192.7,3410.0,True,False,False,False,True
Gentoo,49.0,15.7,229.1,5359.0,True,False,False,False,True
Gentoo,49.7,13.2,219.6,5936.0,True,False,False,False,True
Adelie,38.2,17.1,173.3,3614.0,False,False,True,False,True
Adelie,40.1,18.1,198.0,4221.0,False,False,True,True,False
Gentoo,46.6,13.3,216.8,4318.0,True,False,False,True,False
Gentoo,45.8,15.2,226.1,5298.0,True,False,False,False,True
Gentoo,52.6,15.4,220.0,5589.0,True,False,False,False,True
Chinstrap,43.5,17.5,199.8,3193.0,False,True,False,True,False
Adelie,40.0,19.5,201.7,4012.0,False,True,False,True,False
Adelie,42.0,17.7,196.9,3616.0,False,True,False,True,False
Gentoo,46.4,14.6,220.3,5790.0,True,False,False,True,False
Adelie,38.3,18.2,195.5,4062.0,True,False,False,False,True
Adelie,35.1,19.1,177.9,4163.0,False,False,True,False,True
Chinstrap,50.9,18.0,181.9,3898.0,False,True,False,False,True
Gentoo,49.1,13.2,206.6,5480.0,True,False,False,True,False
Gentoo,49.6,14.4,223.1,6054.0,True,False,False,False,True
Gentoo,47.9,15.5,222.3,5559.0,True,False,False,True,False
Chinstrap,49.3,18.4,216.7,3477.0,False,True,False,True,False
Adelie,34.4,19.3,200.0,3508.0,False,True,False,False,True
Gentoo,51.7,15.0,210.7,4911.0,True,False,False,True,False
Gentoo,52.0,13.7,225.9,4501.0,True,False,False,True,False
Gentoo,46.5,16.8,223.1,5876.0,True,False,False,False,True
Adelie,37.7,18.5,198.5,3750.0,False,True,False,False,True
Gentoo,44.5,16.4,217.0,4012.0,True,False,False,False,True
Adelie,40.3,17.1,191.6,3498.0,False,False,True,False,True
Gentoo,48.2,14.3,221.5,4865.0,True,False,False,False,True
Gentoo,44.5,15.6,225.1,4232.0,True,False,False,False,True
Adelie,40.0,18.3,181.1,3927.0,False,True,False,False,True
Adelie,39.5,16.0,180.1,3023.0,False,False,True,False,True
Gentoo,47.3,14.1,224.4,4967.0,True,False,False,False,True
Adelie,42.4,20.8,195.1,3968.0,True,False,False,False,True
Gentoo,45.9,15.2,208.1,5304.0,True,False,False,False,True
Adelie,39.3,17.3,180.6,3821.0,False,False,True,False,True
Adelie,42.4,19.0,180.0,3760.0,True,False,False,False,True
Chinstrap,49.1,16.5,191.9,2970.0,False,True,False,False,True
Chinstrap,51.3,17.8,196.2,4009.0,False,True,False,True,False
Adelie,38.3,18.5,193.0,3816.0,True,False,False,True,False
Adelie,38.0,18.5,191.8,3844.0,False,False,True,False,True
Chinstrap,50.6,17.7,190.4,3499.0,False,True,False,True,False
Adelie,38.1,18.4,192.9,3895.0,False,False,True,True,False
Gentoo,42.0,13.1,223.4,5068.0,True,False,False,False,True
Chinstrap,51.5,16.4,196.6,3547.0,False,True,False,True,False
Gentoo,43.8,14.3,211.6,4785.0,True,False,False,True,False
Gentoo,45.1,14.8,213.0,5321.0,True,False,False,False,True
Gentoo,56.2,15.8,215.3,4825.0,True,False,False,True,False
Chinstrap,48.0,18.0,184.7,3981.0,False,True,False,True,False
Chinstrap,49.6,18.2,194.8,3999.0,False,True,False,False,True
Adelie,36.9,19.2,192.8,3809.0,True,False,False,False,True
Adelie,37.1,19.6,195.9,4272.0,True,False,False,True,False
Gentoo,44.0,15.3,224.4,5147.0,True,False,False,True,False
Chinstrap,54.0,17.0,192.7,4655.0,False,True,False,True,False
Adelie,39.9,19.3,187.2,3493.0,True,False,False,True,False
Gentoo,48.6,14.7,224.1,5224.0,True,False,False,True,False
Chinstrap,48.8,19.0,190.4,3275.0,False,True,False,True,False
Gentoo,50.5,17.1,218.5,4857.0,True,False,False,True,False
Gentoo,50.5,14.6,219.1,4108.0,True,False,False,False,True
Adelie,38.1,16.4,196.0,4626.0,False,True,False,False,True
Gentoo,44.0,14.4,221.5,4655.0,True,False,False,False,True
Gentoo,50.5,15.4,211.4,4589.0,True,False,False,False,True
Gentoo,44.1,16.7,222.0,6688.0,True,False,False,False,True
Adelie,35.9,19.4,196.6,3993.0,False,True,False,False,True
Adelie,36.1,18.2,189.5,3950.0,True,False,False,True,False
Chinstrap,50.5,19.0,198.6,3951.0,False,True,False,False,True
Adelie,40.2,15.3,185.7,4219.0,True,False,False,False,True
Adelie,38.6,17.8,188.6,3850.0,False,True,False,False,True
Chinstrap,46.5,17.2,187.8,3501.0,False,True,False,True,False
Gentoo,46.2,14.8,217.4,4087.0,True,False,False,False,True
Adelie,43.0,19.3,195.6,3063.0,False,True,False,False,True
Gentoo,50.5,13.3,213.2,4642.0,True,False,False,True,False
Adelie,35.6,19.1,187.5,4612.0,False,True,False,True,False
Gentoo,52.1,13.6,214.8,4722.0,True,False,False,False,True
Gentoo,48.4,15.0,208.1,4012.0,True,False,False,True,False
Adelie,37.2,16.3,183.5,4012.0,False,False,True,True,False
Gentoo,48.7,15.3,220.4,4646.0,True,False,False,False,True
Adelie,37.6,17.8,190.6,2973.0,False,False,True,True,False
Adelie,38.4,19.0,179.4,3541.0,True,False,False,True,False
Gentoo,41.6,14.2,221.7,5047.0,True,False,False,True,False
Adelie,39.6,18.5,186.6,4014.0,False,True,False,True,False
Gentoo,50.0,14.3,208.1,4918.0,True,False,False,False,True
Gentoo,42.8,13.3,223.9,4986.0,True,False,False,False,True
Adelie,43.7,18.8,184.4,3941.0,False,False,True,True,False
Gentoo,48.9,15.3,222.7,5381.0,True,False,False,False,True
Gentoo,45.9,16.2,216.0,6137.0,True,False,False,True,False
Adelie,37.5,17.8,192.6,3511.0,False,False,True,False,True
Adelie,31.9,18.3,187.3,3499.0,True,False,False,False,True
Chinstrap,50.1,19.9,192.1,4008.0,False,True,False,False,True
Chinstrap,52.7,17.4,198.2,4201.0,False,True,False,False,True
Chinstrap,52.3,18.8,188.2,4059.0,False,True,False,True,False
Chinstrap,50.0,19.5,200.0,3980.0,False,True,False,True,False
Gentoo,49.1,16.4,213.7,5336.0,True,False,False,True,False
Adelie,41.1,19.1,193.0,4291.0,False,True,False,True,False
Gentoo,48.4,15.3,209.4,4232.0,True,False,False,True,False
Adelie,44.0,19.3,189.9,2915.0,False,True,False,True,False
Adelie,41.7,19.2,185.3,4795.0,False,True,False,False,True
Adelie,37.4,20.8,196.7,4391.0,False,True,False,True,False
Chinstrap,51.5,18.7,196.4,3785.0,False,True,False,False,True
Adelie,40.3,14.9,183.3,4409.0,True,False,False,True,False
Adelie,37.8,20.5,189.3,3414.0,True,False,False,True,False
Gentoo,40.9,15.3,206.8,5146.0,True,False,False,True,False
Gentoo,48.4,17.5,220.6,4603.0,True,False,False,False,True
Chinstrap,47.9,18.5,203.5,3802.0,False,True,False,False,True
Adelie,39.5,18.6,185.0,4627.0,True,False,False,False,True
Adelie,37.7,17.9,191.5,4194.0,False,True,False,True,False
Adelie,40.0,16.2,185.3,3885.0,False,False,True,False,True
